Employee_ID,First_Name,Last_Name,Age,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,Department,Region
EMP1222,Alice,Miller,35,Active,2024-02-10,95997.31,alice.miller@example.com,-4209548148,Average,False,Cloud Tech,California
EMP1223,Frank,Brown,30,Pending,2021-11-24,106945.62,frank.brown@example.com,-7374605232,Average,False,Cloud Tech,California
EMP1224,Heidi,Johnson,40,Active,2020-05-09,100123.15,heidi.johnson@example.com,-276420864,Average,False,DevOps,New York
EMP1225,Alice,Johnson,35,Active,2024-12-19,52933.42,alice.johnson@example.com,-6756618442,Poor,True,Admin,Texas
EMP1226,Grace,Jones,,Active,2024-03-22,95283.03,grace.jones@example.com,-8612590471,Good,False,Finance,California
EMP1227,Alice,Miller,35,Inactive,2022-06-13,112264.06,alice.miller@example.com,-9277423329,Good,False,HR,Texas
EMP1228,Grace,Smith,35,Pending,2022-10-15,75714.28,grace.smith@example.com,-5912662014,Good,True,Admin,Florida
EMP1229,Eva,Jones,25,Active,2022-05-31,92171.73,eva.jones@example.com,-7201859625,Poor,False,DevOps,Florida
EMP1230,Eva,Miller,35,Inactive,2023-09-15,70694.8,eva.miller@example.com,-3013674925,Average,True,Cloud Tech,Texas
EMP1231,Grace,Brown,30,Inactive,2022-07-04,52964.86,grace.brown@example.com,-1764750110,Good,True,DevOps,Florida
EMP1232,Frank,Brown,,Pending,2024-06-08,116353.31,frank.brown@example.com,-1783099973,Poor,True,Finance,California
EMP1233,Grace,Brown,35,Pending,2020-11-23,116695.26,grace.brown@example.com,-1926764920,Good,False,Sales,Nevada
EMP1234,Heidi,Brown,25,Active,2024-05-13,95161.4,heidi.brown@example.com,-5182606887,Excellent,False,Admin,Texas
EMP1235,Alice,Brown,,Inactive,2022-01-29,76040.94,alice.brown@example.com,-7189813128,Good,True,Admin,Nevada
EMP1236,Charlie,Miller,,Inactive,2023-08-23,69508.28,charlie.miller@example.com,-2087510292,Good,False,HR,Florida
EMP1237,Alice,Miller,30,Inactive,2023-02-24,58243.27,alice.miller@example.com,-2184011844,Average,False,Finance,Illinois
EMP1238,Heidi,Williams,30,Pending,2022-10-02,64012.48,heidi.williams@example.com,-8260340847,Poor,True,Sales,California
EMP1239,Bob,Garcia,40,Inactive,2020-06-28,106735.93,bob.garcia@example.com,-7297585987,Average,True,Admin,Nevada
EMP1240,Frank,Johnson,35,Pending,2023-01-15,70325.36,frank.johnson@example.com,-3103032431,Average,False,DevOps,Texas
EMP1241,Charlie,Davis,30,Active,2020-09-05,118959.28,charlie.davis@example.com,-9839542960,Average,True,HR,Illinois
EMP1242,David,Brown,40,Pending,2023-03-18,75823.78,david.brown@example.com,-8446267145,Average,False,Cloud Tech,California
EMP1243,Charlie,Smith,,Inactive,2022-03-26,119971.65,charlie.smith@example.com,-2831435988,Average,False,Cloud Tech,Texas
EMP1244,Grace,Davis,40,Active,2021-10-11,94963.7,grace.davis@example.com,-2625660930,Good,False,Sales,Texas
EMP1245,Frank,Miller,30,Pending,2021-01-07,103744.71,frank.miller@example.com,-4181861514,Average,False,Sales,Nevada
EMP1246,Alice,Smith,25,Inactive,2020-12-03,61337.69,alice.smith@example.com,-5423401635,Average,True,Sales,New York
EMP1247,David,Smith,35,Active,2021-05-28,63741.13,david.smith@example.com,-1128497184,Poor,True,Sales,California
EMP1248,Eva,Smith,30,Pending,2022-12-28,56539.99,eva.smith@example.com,-9484910255,Excellent,True,DevOps,California
EMP1249,Charlie,Williams,30,Pending,2023-05-24,73633.37,charlie.williams@example.com,-2588967923,Good,True,DevOps,Illinois
EMP1250,Alice,Miller,25,Pending,2024-04-28,90373.99,alice.miller@example.com,-822269404,Good,False,Cloud Tech,Texas
EMP1251,Grace,Smith,,Inactive,2024-12-25,93901.48,grace.smith@example.com,-3967275783,Good,False,DevOps,Texas
EMP1252,Eva,Brown,40,Inactive,2021-09-01,81748.09,eva.brown@example.com,-4683414650,Average,True,Admin,Nevada
EMP1253,Charlie,Jones,40,Inactive,2021-02-21,73813.48,charlie.jones@example.com,-1131290147,Average,False,Finance,Florida
EMP1254,Frank,Smith,35,Inactive,2022-11-20,89315.59,frank.smith@example.com,-7068277880,Average,False,Finance,New York
EMP1255,Heidi,Williams,25,Active,2020-10-15,56776.82,heidi.williams@example.com,-6093068537,Poor,False,HR,Florida
EMP1256,Grace,Davis,,Active,2024-07-24,72920.51,grace.davis@example.com,-9097283214,Excellent,True,Finance,New York
EMP1257,Frank,Miller,30,Pending,2022-08-14,84913.18,frank.miller@example.com,-2850676250,Average,True,Admin,Florida
EMP1258,Alice,Garcia,25,Inactive,2021-05-08,65060.11,alice.garcia@example.com,-5381447442,Excellent,True,Finance,Illinois
EMP1259,Alice,Williams,35,Pending,2023-10-09,82941.08,alice.williams@example.com,-963480796,Poor,False,Finance,Illinois
EMP1260,Bob,Smith,40,Pending,2022-01-19,103469.97,bob.smith@example.com,-509754509,Good,True,Admin,California
EMP1261,Grace,Miller,25,Active,2022-01-12,88725.6,grace.miller@example.com,-5265016730,Average,True,Sales,Illinois
EMP1262,Heidi,Jones,,Pending,2023-06-05,58316.77,heidi.jones@example.com,-8826170242,Excellent,True,HR,Illinois
EMP1263,Grace,Smith,35,Inactive,2024-03-26,60098.72,grace.smith@example.com,-7654562840,Excellent,True,HR,Illinois
EMP1264,Grace,Williams,,Active,2020-10-07,99951.43,grace.williams@example.com,-7722560530,Average,True,Cloud Tech,Texas
EMP1265,Heidi,Johnson,30,Active,2021-11-02,115195.81,heidi.johnson@example.com,-3402665022,Good,True,Sales,Illinois
EMP1266,Grace,Brown,,Pending,2021-11-19,85512.05,grace.brown@example.com,-7416787255,Good,False,DevOps,California
EMP1267,Heidi,Garcia,,Active,2022-01-24,73186.77,heidi.garcia@example.com,-8621102257,Good,False,HR,Florida
EMP1268,Grace,Davis,,Pending,2023-07-12,51865.3,grace.davis@example.com,-305690673,Poor,True,HR,Nevada
EMP1269,David,Williams,25,Active,2022-12-09,94031.77,david.williams@example.com,-4716392822,Excellent,True,Sales,Florida
EMP1270,Grace,Miller,30,Active,2023-03-18,116374.36,grace.miller@example.com,-4143637188,Excellent,False,DevOps,New York
EMP1271,Alice,Garcia,40,Active,2022-04-25,98335.02,alice.garcia@example.com,-2392312603,Excellent,False,HR,Florida
EMP1272,Heidi,Garcia,25,Pending,2021-02-28,89262.07,heidi.garcia@example.com,-3260931065,Poor,True,DevOps,New York
EMP1273,Heidi,Garcia,,Active,2022-07-30,113848.69,heidi.garcia@example.com,-8433567085,Excellent,True,Finance,California
EMP1274,Frank,Smith,35,Active,2021-05-19,69530.45,frank.smith@example.com,-414545634,Poor,True,Sales,Florida
EMP1275,Eva,Brown,35,Pending,2023-12-14,84230.22,eva.brown@example.com,-200053473,Good,True,DevOps,New York
EMP1276,Eva,Smith,35,Pending,2023-01-17,76578.59,eva.smith@example.com,-9162475540,Average,False,Cloud Tech,Illinois
EMP1277,Frank,Miller,30,Inactive,2024-01-02,55532.06,frank.miller@example.com,-1082555988,Excellent,True,HR,Texas
EMP1278,Eva,Smith,40,Pending,2021-07-09,115311.68,eva.smith@example.com,-5343961128,Excellent,True,Admin,New York
EMP1279,Charlie,Johnson,25,Pending,2021-05-05,66972.06,charlie.johnson@example.com,-1093371188,Good,True,Sales,Nevada
EMP1280,David,Brown,30,Inactive,2021-11-07,100215.06,david.brown@example.com,-5473820235,Average,True,Cloud Tech,Texas
EMP1281,Charlie,Brown,25,Inactive,2023-08-30,115452.25,charlie.brown@example.com,-8485571616,Poor,False,Sales,New York
EMP1282,Heidi,Miller,30,Inactive,2023-08-15,54141.38,heidi.miller@example.com,-6880294239,Average,False,HR,California
EMP1283,David,Davis,,Active,2020-12-24,79251.95,david.davis@example.com,-9036788126,Good,False,DevOps,Nevada
EMP1284,Alice,Johnson,40,Pending,2024-11-21,114822.78,alice.johnson@example.com,-8686694319,Good,True,Finance,New York
EMP1285,Alice,Williams,35,Active,2021-11-17,69919.32,alice.williams@example.com,-2939087883,Average,True,Sales,Illinois
EMP1286,Heidi,Smith,30,Inactive,2021-01-29,106616.97,heidi.smith@example.com,-4344812307,Poor,False,Sales,Florida
EMP1287,Heidi,Jones,35,Active,2024-02-17,73597.85,heidi.jones@example.com,-3402424032,Poor,True,DevOps,New York
EMP1288,David,Smith,30,Inactive,2024-08-20,79939.23,david.smith@example.com,-8105955183,Excellent,True,Sales,Nevada
EMP1289,Grace,Garcia,25,Inactive,2021-10-24,,grace.garcia@example.com,-2694500533,Poor,False,Admin,New York
EMP1290,Grace,Smith,30,Inactive,2021-09-10,90772.25,grace.smith@example.com,-2408916497,Average,False,Finance,California
EMP1291,Eva,Williams,35,Active,2023-09-29,58275.74,eva.williams@example.com,-3735439626,Good,False,DevOps,New York
EMP1292,Grace,Smith,,Pending,2020-08-28,94709.79,grace.smith@example.com,-3652717271,Excellent,False,DevOps,California
EMP1293,Frank,Johnson,,Active,2022-09-06,60722.99,frank.johnson@example.com,-2397240421,Excellent,True,Admin,New York
EMP1294,Frank,Johnson,40,Inactive,2024-03-31,87626.24,frank.johnson@example.com,-6931216375,Good,True,DevOps,Illinois
EMP1295,David,Brown,30,Active,2022-12-12,81272.36,david.brown@example.com,-1820916600,Poor,False,DevOps,Illinois
EMP1296,Bob,Miller,,Pending,2022-11-01,64150.97,bob.miller@example.com,-23142899,Good,True,Cloud Tech,Texas
EMP1297,Charlie,Davis,35,Active,2023-10-25,64378.1,charlie.davis@example.com,-1851327971,Poor,False,Sales,Florida
EMP1298,Bob,Jones,,Inactive,2020-09-27,85927.35,bob.jones@example.com,-4572308480,Good,False,Finance,Texas
EMP1299,Alice,Garcia,,Inactive,2024-01-21,51523.93,alice.garcia@example.com,-18418619,Average,True,Finance,Nevada
EMP1300,Alice,Smith,30,Active,2022-05-17,74117.02,alice.smith@example.com,-3036625435,Poor,False,Sales,Texas
EMP1301,Alice,Smith,25,Inactive,2022-04-17,62598.69,alice.smith@example.com,-1721314518,Average,True,Finance,Texas
EMP1302,Grace,Williams,35,Inactive,2022-02-08,55617.5,grace.williams@example.com,-5151092267,Excellent,True,Finance,Florida
EMP1303,Charlie,Miller,35,Pending,2022-03-15,87018.98,charlie.miller@example.com,-5926249450,Good,True,Cloud Tech,New York
EMP1304,David,Johnson,25,Inactive,2023-10-11,100336.58,david.johnson@example.com,-4754102251,Excellent,True,Cloud Tech,California
EMP1305,Grace,Jones,30,Inactive,2020-11-13,69295.48,grace.jones@example.com,-6771196420,Excellent,False,Admin,Florida
EMP1306,Bob,Brown,25,Pending,2024-04-17,115536.66,bob.brown@example.com,-5226557675,Excellent,True,DevOps,Florida
EMP1307,David,Johnson,30,Pending,2020-03-09,81250.87,david.johnson@example.com,-9523668787,Excellent,False,Cloud Tech,Texas
EMP1308,Alice,Garcia,30,Inactive,2022-06-17,66403.75,alice.garcia@example.com,-7883619688,Good,False,DevOps,Texas
EMP1309,Alice,Miller,30,Active,2024-07-28,114147.79,alice.miller@example.com,-3135030586,Excellent,False,Sales,California
EMP1310,Frank,Garcia,30,Pending,2022-12-03,65472.99,frank.garcia@example.com,-2105524727,Good,False,HR,New York
EMP1311,Alice,Davis,,Active,2023-07-06,97512.51,alice.davis@example.com,-6333021259,Good,True,Sales,Nevada
EMP1312,Alice,Brown,35,Inactive,2024-05-28,86712.41,alice.brown@example.com,-6501917919,Average,True,DevOps,Nevada
EMP1313,Grace,Davis,30,Active,2024-03-25,87654.98,grace.davis@example.com,-2521310961,Poor,False,HR,Florida
EMP1314,David,Williams,35,Inactive,2020-04-28,89367.02,david.williams@example.com,-2728476569,Poor,False,DevOps,New York
EMP1315,Charlie,Garcia,40,Active,2021-11-07,95269.41,charlie.garcia@example.com,-4120092819,Good,True,Admin,California
EMP1316,Frank,Williams,25,Active,2020-04-15,68792.31,frank.williams@example.com,-6678498435,Average,False,Sales,Nevada
EMP1317,Alice,Smith,25,Pending,2023-10-07,89119.53,alice.smith@example.com,-2418623689,Good,True,Admin,Illinois
EMP1318,Frank,Davis,35,Active,2024-02-27,58212.13,frank.davis@example.com,-3628917755,Good,False,Cloud Tech,New York
EMP1319,Heidi,Miller,30,Pending,2021-02-22,77764.24,heidi.miller@example.com,-6205634110,Good,True,DevOps,Illinois
EMP1320,Frank,Garcia,35,Pending,2023-08-21,75148.17,frank.garcia@example.com,-5950342810,Average,False,Finance,Florida
EMP1321,Heidi,Jones,40,Inactive,2024-04-08,108781.18,heidi.jones@example.com,-3904383033,Poor,False,Cloud Tech,Nevada
EMP1322,Frank,Brown,35,Pending,2024-11-04,65489.19,frank.brown@example.com,-1990970050,Average,True,Finance,Texas
EMP1323,Eva,Johnson,,Pending,2022-05-05,70663.46,eva.johnson@example.com,-4054683564,Excellent,False,Sales,Illinois
EMP1324,David,Miller,40,Inactive,2023-02-01,95822.56,david.miller@example.com,-2156818208,Average,False,Sales,New York
EMP1325,Eva,Miller,40,Pending,2022-10-01,82258.03,eva.miller@example.com,-6790422710,Average,True,DevOps,Nevada
EMP1326,Frank,Williams,30,Pending,2022-09-27,62883.34,frank.williams@example.com,-3322889856,Average,False,Admin,Nevada
EMP1327,Alice,Davis,,Pending,2020-04-09,103503.72,alice.davis@example.com,-2545960632,Average,True,Cloud Tech,Texas
EMP1328,David,Garcia,25,Active,2021-03-23,85401.3,david.garcia@example.com,-9912971023,Poor,True,DevOps,New York
EMP1329,Heidi,Garcia,40,Pending,2023-02-03,,heidi.garcia@example.com,-8171752420,Excellent,False,Cloud Tech,Texas
EMP1330,Eva,Smith,,Pending,2024-07-23,98850.14,eva.smith@example.com,-4955112746,Poor,False,HR,Texas
EMP1331,Charlie,Smith,25,Active,2021-05-08,63435.24,charlie.smith@example.com,-4721970545,Poor,False,Cloud Tech,Illinois
EMP1332,Frank,Brown,35,Inactive,2022-04-11,82129.84,frank.brown@example.com,-6927589550,Average,False,Finance,Texas
EMP1333,David,Williams,35,Pending,2024-10-23,95492.61,david.williams@example.com,-6874090379,Good,False,DevOps,Texas
EMP1334,Grace,Miller,40,Inactive,2020-04-24,94572.37,grace.miller@example.com,-2146296135,Good,False,Finance,Illinois
EMP1335,Bob,Garcia,40,Inactive,2023-03-04,118413.05,bob.garcia@example.com,-7157787111,Poor,False,Finance,Nevada
EMP1336,Alice,Jones,30,Pending,2022-08-31,68976.65,alice.jones@example.com,-1663651558,Poor,True,Admin,Nevada
EMP1337,Eva,Williams,,Active,2021-01-02,115013.65,eva.williams@example.com,-7371470826,Average,False,Sales,Nevada
EMP1338,David,Brown,,Inactive,2020-06-06,70949.38,david.brown@example.com,-2359096055,Poor,True,Admin,Nevada
EMP1339,Grace,Brown,,Pending,2020-10-13,105334.87,grace.brown@example.com,-7303064420,Average,False,HR,Florida
EMP1340,Bob,Williams,,Active,2020-07-19,80596.18,bob.williams@example.com,-2146147682,Good,False,DevOps,California
EMP1341,Frank,Brown,,Inactive,2024-05-03,72846.37,frank.brown@example.com,-4201654234,Good,True,Sales,Illinois
EMP1342,Heidi,Williams,40,Pending,2022-02-07,80229.36,heidi.williams@example.com,-6778265959,Excellent,False,Admin,California
EMP1343,Grace,Johnson,25,Active,2023-12-31,55145.47,grace.johnson@example.com,-8931992549,Good,False,Sales,California
EMP1344,Grace,Williams,30,Inactive,2022-01-08,,grace.williams@example.com,-2727516479,Poor,True,DevOps,Florida
EMP1345,Eva,Davis,40,Active,2020-09-28,56110.81,eva.davis@example.com,-7279103367,Good,False,HR,California
EMP1346,Grace,Williams,25,Inactive,2023-02-09,56514.5,grace.williams@example.com,-2963533904,Average,False,Cloud Tech,Texas
EMP1347,Frank,Brown,40,Inactive,2022-03-05,104541.84,frank.brown@example.com,-5044817765,Good,False,Cloud Tech,California
EMP1348,David,Garcia,,Pending,2022-02-18,61865.12,david.garcia@example.com,-5586851275,Excellent,True,Sales,New York
EMP1349,Eva,Davis,40,Active,2022-06-09,69317.33,eva.davis@example.com,-5289286645,Good,False,Admin,Texas
EMP1350,Bob,Brown,35,Pending,2023-07-04,84706.17,bob.brown@example.com,-4911110960,Average,False,HR,New York
EMP1351,Heidi,Smith,25,Active,2022-03-21,73255.21,heidi.smith@example.com,-7981789045,Average,False,Admin,California
EMP1352,Frank,Smith,40,Pending,2023-05-02,59528.71,frank.smith@example.com,-3378613714,Poor,False,HR,Florida
EMP1353,David,Garcia,40,Inactive,2021-10-15,70401.37,david.garcia@example.com,-7660538443,Good,True,HR,New York
EMP1354,Heidi,Garcia,,Inactive,2021-07-28,107154.62,heidi.garcia@example.com,-4630600024,Average,True,Admin,California
EMP1355,Bob,Davis,,Pending,2021-01-03,97719.88,bob.davis@example.com,-8955296385,Excellent,False,Admin,Illinois
EMP1356,Heidi,Johnson,30,Pending,2020-05-21,107327.59,heidi.johnson@example.com,-3960962625,Poor,False,Finance,California
EMP1357,Grace,Garcia,40,Inactive,2021-05-10,67687.72,grace.garcia@example.com,-5826312818,Excellent,True,Admin,Nevada
EMP1358,Grace,Smith,40,Pending,2022-09-08,90757.08,grace.smith@example.com,-6482531105,Good,True,Cloud Tech,Florida
EMP1359,Grace,Williams,,Pending,2024-07-21,87583.42,grace.williams@example.com,-920981959,Good,False,Cloud Tech,California
EMP1360,Bob,Brown,25,Pending,2021-12-28,61643.69,bob.brown@example.com,-2752334382,Good,True,Admin,Nevada
EMP1361,Grace,Smith,35,Active,2020-07-20,68111.69,grace.smith@example.com,-6404120910,Poor,False,Finance,Texas
EMP1362,David,Smith,40,Inactive,2024-04-30,97568.88,david.smith@example.com,-7911244210,Average,True,HR,Florida
EMP1363,Charlie,Johnson,35,Active,2021-08-28,79118.28,charlie.johnson@example.com,-7536170616,Poor,True,Cloud Tech,Florida
EMP1364,Bob,Davis,30,Inactive,2022-07-21,104898.9,bob.davis@example.com,-1366572239,Excellent,True,HR,California
EMP1365,Frank,Davis,40,Pending,2023-11-27,81671.3,frank.davis@example.com,-2990155798,Poor,True,Cloud Tech,Florida
EMP1366,Alice,Miller,25,Pending,2020-08-11,97399.75,alice.miller@example.com,-8028413907,Excellent,False,Cloud Tech,California
EMP1367,David,Johnson,,Active,2021-11-08,89189.43,david.johnson@example.com,-882351304,Poor,True,Admin,Illinois
EMP1368,David,Williams,40,Active,2023-08-04,96011.55,david.williams@example.com,-2312447314,Average,True,DevOps,New York
EMP1369,David,Davis,40,Inactive,2020-01-10,99331.49,david.davis@example.com,-8477686341,Excellent,False,Sales,Florida
EMP1370,Bob,Brown,,Active,2022-01-19,72818.94,bob.brown@example.com,-3461994236,Good,True,Cloud Tech,Illinois
EMP1371,Eva,Garcia,40,Inactive,2023-05-07,77204.75,eva.garcia@example.com,-6769459195,Good,True,Sales,Nevada
EMP1372,Bob,Johnson,35,Pending,2020-12-19,106961.68,bob.johnson@example.com,-6395517207,Poor,False,HR,Florida
EMP1373,Eva,Garcia,,Pending,2020-10-01,71923.0,eva.garcia@example.com,-4964985600,Good,True,Sales,Texas
EMP1374,Bob,Smith,30,Active,2022-11-12,77192.43,bob.smith@example.com,-2562531354,Excellent,False,HR,Nevada
EMP1375,Grace,Brown,40,Pending,2023-01-05,98540.3,grace.brown@example.com,-2510505378,Good,False,Admin,Florida
EMP1376,Charlie,Brown,,Inactive,2020-10-14,63096.9,charlie.brown@example.com,-5381649382,Average,False,Admin,Florida
EMP1377,Alice,Smith,35,Active,2021-02-03,107065.12,alice.smith@example.com,-1849196654,Average,False,Cloud Tech,Florida
EMP1378,Heidi,Johnson,40,Inactive,2023-12-25,108792.43,heidi.johnson@example.com,-3307704610,Poor,True,DevOps,Florida
EMP1379,Bob,Smith,,Inactive,2020-03-07,69239.7,bob.smith@example.com,-7295963903,Excellent,False,Cloud Tech,New York
EMP1380,Charlie,Garcia,40,Inactive,2023-01-30,85756.42,charlie.garcia@example.com,-907426087,Average,True,Sales,Nevada
EMP1381,Eva,Miller,,Active,2024-04-05,100328.62,eva.miller@example.com,-501716444,Average,True,HR,Illinois
EMP1382,Grace,Brown,25,Active,2021-09-01,111236.69,grace.brown@example.com,-5618579063,Excellent,True,DevOps,Nevada
EMP1383,Eva,Jones,35,Active,2024-05-07,106832.22,eva.jones@example.com,-7715910299,Good,True,Cloud Tech,Florida
EMP1384,Frank,Jones,,Active,2023-06-15,59746.45,frank.jones@example.com,-2156321357,Good,True,DevOps,Florida
EMP1385,David,Garcia,25,Pending,2021-07-29,91780.04,david.garcia@example.com,-40104144,Poor,True,Sales,California
EMP1386,Eva,Williams,35,Pending,2023-10-23,107062.66,eva.williams@example.com,-9642297124,Good,True,Sales,California
EMP1387,Grace,Davis,25,Active,2023-12-07,110625.52,grace.davis@example.com,-2967188396,Excellent,True,HR,Nevada
EMP1388,Frank,Smith,30,Inactive,2020-10-18,90419.79,frank.smith@example.com,-7457314414,Average,True,DevOps,Florida
EMP1389,Grace,Smith,40,Pending,2024-06-15,111608.76,grace.smith@example.com,-8331170302,Good,True,Finance,Texas
EMP1390,Eva,Williams,35,Inactive,2023-04-06,50173.12,eva.williams@example.com,-7637153987,Poor,False,Finance,Florida
EMP1391,Bob,Williams,40,Pending,2022-01-03,109507.44,bob.williams@example.com,-5472812355,Good,False,DevOps,Nevada
EMP1392,Grace,Garcia,30,Inactive,2021-07-03,72600.56,grace.garcia@example.com,-7983631461,Excellent,False,Finance,New York
EMP1393,Charlie,Garcia,,Pending,2024-04-10,53388.65,charlie.garcia@example.com,-4912711306,Poor,True,Finance,California
EMP1394,Heidi,Williams,25,Inactive,2022-07-23,50047.32,heidi.williams@example.com,-2407875417,Good,False,Cloud Tech,New York
EMP1395,David,Brown,30,Active,2024-11-25,115290.79,david.brown@example.com,-1563268684,Poor,False,DevOps,California
EMP1396,Frank,Garcia,35,Pending,2023-08-21,61586.76,frank.garcia@example.com,-745106633,Excellent,False,Cloud Tech,California
EMP1397,Eva,Miller,30,Active,2023-12-12,56662.86,eva.miller@example.com,-3629489785,Average,True,Finance,Nevada
EMP1398,Bob,Garcia,30,Pending,2023-10-24,,bob.garcia@example.com,-1031310093,Excellent,True,Sales,New York
EMP1399,Frank,Smith,25,Active,2022-09-05,54957.98,frank.smith@example.com,-3181439665,Excellent,True,Finance,Nevada
EMP1400,Bob,Garcia,25,Inactive,2020-10-07,76790.47,bob.garcia@example.com,-1347323548,Excellent,True,HR,California
EMP1401,Charlie,Brown,30,Pending,2020-01-18,92722.35,charlie.brown@example.com,-4012897431,Excellent,False,Cloud Tech,Illinois
EMP1402,Frank,Williams,30,Active,2022-04-23,93125.32,frank.williams@example.com,-5122572075,Average,False,DevOps,Nevada
EMP1403,David,Smith,25,Active,2023-04-22,101100.64,david.smith@example.com,-5024120956,Average,False,Cloud Tech,New York
EMP1404,Grace,Garcia,35,Inactive,2023-08-13,55897.41,grace.garcia@example.com,-9073710093,Poor,False,Admin,New York
EMP1405,Eva,Brown,25,Active,2022-11-26,92484.88,eva.brown@example.com,-3882211456,Good,True,DevOps,California
EMP1406,Grace,Miller,35,Active,2022-10-10,77011.99,grace.miller@example.com,-7584745704,Average,True,DevOps,Texas
EMP1407,Bob,Garcia,,Inactive,2020-09-27,77078.68,bob.garcia@example.com,-4589714801,Average,True,Cloud Tech,California
EMP1408,Grace,Brown,35,Active,2024-04-11,82971.02,grace.brown@example.com,-6325703964,Good,False,Sales,Nevada
EMP1409,Bob,Miller,25,Active,2021-06-20,65102.01,bob.miller@example.com,-3136148781,Average,True,Sales,Texas
EMP1410,Grace,Williams,,Pending,2022-10-23,103697.7,grace.williams@example.com,-4556964429,Excellent,True,HR,Nevada
EMP1411,Grace,Garcia,25,Pending,2023-06-15,60687.63,grace.garcia@example.com,-9859167953,Excellent,False,DevOps,Illinois
EMP1412,Bob,Miller,,Pending,2021-10-31,77351.21,bob.miller@example.com,-1072728497,Good,False,Admin,New York
EMP1413,Bob,Smith,35,Pending,2024-09-29,66704.62,bob.smith@example.com,-2474140702,Poor,True,DevOps,Florida
EMP1414,Grace,Williams,25,Pending,2020-04-22,71650.3,grace.williams@example.com,-4910740649,Poor,True,Finance,Illinois
EMP1415,Charlie,Smith,25,Active,2023-12-07,50794.54,charlie.smith@example.com,-425488213,Good,True,Cloud Tech,Nevada
EMP1416,Frank,Jones,,Inactive,2020-12-07,76030.86,frank.jones@example.com,-2369143074,Good,True,Sales,Nevada
EMP1417,Eva,Johnson,25,Inactive,2021-07-11,86669.79,eva.johnson@example.com,-3666144941,Excellent,True,Cloud Tech,California
EMP1418,Bob,Garcia,40,Inactive,2020-04-23,84972.7,bob.garcia@example.com,-9659234267,Poor,True,Finance,Illinois
EMP1419,Frank,Miller,30,Pending,2023-10-12,100594.49,frank.miller@example.com,-3441497825,Average,False,HR,Texas
EMP1420,Alice,Johnson,25,Active,2022-08-24,75478.35,alice.johnson@example.com,-6128758574,Excellent,False,Cloud Tech,New York
EMP1421,Charlie,Johnson,25,Pending,2023-09-04,79355.85,charlie.johnson@example.com,-6766708060,Good,False,Sales,Nevada
EMP1422,Grace,Miller,35,Pending,2022-02-02,58358.07,grace.miller@example.com,-2943985297,Poor,True,HR,Texas
EMP1423,Alice,Williams,30,Active,2022-04-01,54824.85,alice.williams@example.com,-9406260786,Average,False,Admin,Illinois
EMP1424,Eva,Garcia,35,Pending,2022-07-24,50557.84,eva.garcia@example.com,-104159148,Average,True,HR,Texas
EMP1425,Eva,Jones,,Inactive,2023-04-26,118030.04,eva.jones@example.com,-7501980381,Excellent,True,Admin,Florida
EMP1426,David,Smith,,Active,2022-04-19,51673.72,david.smith@example.com,-8723244078,Poor,False,Admin,New York
EMP1427,Alice,Brown,35,Inactive,2024-10-04,101665.79,alice.brown@example.com,-3110291812,Poor,True,Cloud Tech,Nevada
EMP1428,David,Smith,,Inactive,2020-05-02,118079.15,david.smith@example.com,-3170876013,Good,True,Admin,Florida
EMP1429,Eva,Brown,25,Pending,2022-04-25,99059.28,eva.brown@example.com,-6723849790,Poor,False,Cloud Tech,New York
EMP1430,Bob,Smith,,Active,2023-07-29,107397.4,bob.smith@example.com,-6202232882,Poor,False,Cloud Tech,Illinois
EMP1431,Alice,Miller,40,Active,2021-08-20,68269.37,alice.miller@example.com,-7744197545,Excellent,False,DevOps,New York
EMP1432,Grace,Jones,35,Inactive,2021-04-23,55228.12,grace.jones@example.com,-6176620470,Poor,True,HR,Florida
EMP1433,Bob,Garcia,30,Inactive,2022-08-12,71982.33,bob.garcia@example.com,-9609409704,Average,False,Cloud Tech,New York
EMP1434,Frank,Brown,30,Inactive,2021-06-26,109673.75,frank.brown@example.com,-2774025882,Excellent,False,Finance,California
EMP1435,Eva,Garcia,,Inactive,2020-10-30,56384.9,eva.garcia@example.com,-5868122594,Excellent,True,Cloud Tech,New York
EMP1436,Frank,Garcia,40,Pending,2021-09-04,68211.68,frank.garcia@example.com,-7244617678,Good,False,Sales,Texas
EMP1437,Alice,Garcia,40,Pending,2023-01-31,67489.68,alice.garcia@example.com,-2988425994,Poor,False,Finance,Illinois
EMP1438,Charlie,Davis,25,Active,2020-09-24,63869.31,charlie.davis@example.com,-9961002310,Good,False,Cloud Tech,Texas
EMP1439,Bob,Williams,,Active,2020-02-14,119801.3,bob.williams@example.com,-7753312660,Average,True,Sales,California
EMP1440,Heidi,Smith,30,Active,2020-03-28,115959.65,heidi.smith@example.com,-941017589,Excellent,True,Cloud Tech,California
EMP1441,Grace,Garcia,40,Inactive,2023-10-31,79866.48,grace.garcia@example.com,-2517629832,Excellent,True,Finance,Texas
EMP1442,Charlie,Smith,35,Active,2020-03-11,92987.46,charlie.smith@example.com,-4774332682,Excellent,True,HR,Florida
EMP1443,Eva,Garcia,40,Inactive,2020-05-04,56140.51,eva.garcia@example.com,-1901302055,Average,False,Finance,Illinois
EMP1444,Grace,Brown,30,Active,2023-07-15,119586.11,grace.brown@example.com,-9815287338,Average,True,DevOps,Illinois
